index	name	abbreviation	color
881	left Dorsal nucleus raphe	DR-L	FDA6FF
882	left Hindbrain	HB-L	FF9B87
883	left Pons	P-L	FF9B88
884	left Pons, sensory related	P-sen-L	FFAC6D
885	left Nucleus of the lateral lemniscus	NLL-L	FFAC6F
886	left Nucleus of the lateral lemniscus, dorsal part	NLLd-L	FFAE6E
887	left Nucleus of the lateral lemniscus, horizontal part	NLLh-L	FFAD6F
888	left Nucleus of the lateral lemniscus, ventral part	NLLv-L	FEAE6F
889	left Principal sensory nucleus of the trigeminal	PSV-L	FFAE6F
890	left Parabrachial nucleus	PB-L	FFAD6D
891	left Koelliker-Fuse subnucleus	KF-L	FEAD6E
892	left Parabrachial nucleus, lateral division	PBl-L	FEAE6D
893	left Parabrachial nucleus, lateral division, central lateral part	PBlc-L	FDAE6F
894	left Parabrachial nucleus, lateral division, dorsal lateral part	PBld-L	FFAC6E
895	left Parabrachial nucleus, lateral division, external lateral part	PBle-L	FDAE6D
896	left Parabrachial nucleus, lateral division, superior lateral part	PBls-L	FEAC6F
897	left Parabrachial nucleus, lateral division, ventral lateral part	PBlv-L	FDAD6F
898	left Parabrachial nucleus, medial division	PBm-L	FDAE6E
899	left Parabrachial nucleus, medial division, external medial part	PBme-L	FEAD6D
900	left Parabrachial nucleus, medial division, medial medial part	PBmm-L	FEAC6E
901	left Parabrachial nucleus, medial division, ventral medial part	PBmv-L	FDAD6E
902	left Superior olivary complex	SOC-L	FFAE6D
903	left Superior olivary complex, periolivary region	POR-L	FEAD6F
904	left Superior olivary complex, medial part	SOCm-L	FFAD6E
905	left Superior olivary complex, lateral part	SOCl-L	FEAE6E
906	left Pons, motor related	P-mot-L	FFB886
907	left Barrington's nucleus	B-L	FFBA86
908	left Dorsal tegmental nucleus	DTN-L	FEB985
909	left Lateral tegmental nucleus	LTN-L	FFBA85
910	left Posterodorsal tegmental nucleus	PDTg-L	FFB984
911	left Pontine central gray	PCG-L	FFBA84
912	left Pontine gray	PG-L	FFB885
913	left Pontine reticular nucleus, caudal part	PRNc-L	FDBA86
914	left Pontine reticular nucleus, ventral part	PRNv-L	FFB985
915	left Supragenual nucleus	SG-L	FFB986
916	left Superior salivatory nucleus	SSN-L	FEBA84
917	left Supratrigeminal nucleus	SUT-L	FEBA86
918	left Tegmental reticular nucleus	TRN-L	FEBA85
919	left Motor nucleus of trigeminal	V-L	FEB986
920	left Peritrigeminal zone	P5-L	FEB886
921	left Accessory trigeminal nucleus	Acs5-L	FDBA85
922	left Parvicellular motor 5 nucleus	PC5-L	FDB986
923	left Intertrigeminal nucleus	I5-L	FEB984
924	left Pons, behavioral state related	P-sat-L	FFC195
925	left Superior central nucleus raphe	CS-L	FFC393
926	left Superior central nucleus raphe, lateral part	CSl-L	FFC394
927	left Superior central nucleus raphe, medial part	CSm-L	FFC395
928	left Locus ceruleus	LC-L	FDC395
929	left Laterodorsal tegmental nucleus	LDT-L	FEC395
930	left Nucleus incertus	NI-L	FEC294
931	left Pontine reticular nucleus	PRNr-L	FFC295
932	left Nucleus raphe pontis	RPO-L	FFC294
933	left Subceruleus nucleus	SLC-L	FEC394
934	left Sublaterodorsal nucleus	SLD-L	FEC295
935	left Medulla	MY-L	FF9BCD
936	left Medulla, sensory related	MY-sen-L	FFA3D2
937	left Area postrema	AP-L	FFA5D0
938	left Cochlear nuclei	CN-L	FEA5D0
939	left Granular lamina of the cochlear nuclei	CNlam-L	FEA4D1
940	left Cochlear nucleus, subpedunclular granular region	CNspg-L	FFA3D1
941	left Dorsal cochlear nucleus	DCO-L	FEA5D1
942	left Ventral cochlear nucleus	VCO-L	FEA4D2
943	left Dorsal column nuclei	DCN-L	FDA3D2
944	left Cuneate nucleus	CU-L	FDA5D0
945	left Gracile nucleus	GR-L	FEA3D0
946	left External cuneate nucleus	ECU-L	FFA2D2
947	left Nucleus of the trapezoid body	NTB-L	FEA3D2
948	left Nucleus of the solitary tract	NTS-L	FDA5D1
949	left Nucleus of the solitary tract, central part	NTSce-L	FDA4D2
950	left Nucleus of the solitary tract, commissural part	NTSco-L	FEA4D0
951	left Nucleus of the solitary tract, gelatinous part	NTSge-L	FEA3D1
952	left Nucleus of the solitary tract, lateral part	NTSl-L	FDA4D1
953	left Nucleus of the solitary tract, medial part	NTSm-L	FFA3D0
954	left Spinal nucleus of the trigeminal, caudal part	SPVC-L	FDA4D0
955	left Spinal nucleus of the trigeminal, interpolar part	SPVI-L	FDA5D2
956	left Spinal nucleus of the trigeminal, oral part	SPVO-L	FFA4D0
957	left Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part	SPVOcdm-L	FFA4D1
958	left Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone	SPVOmdmd-L	FFA5D1
959	left Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone	SPVOmdmv-L	FFA4D2
960	left Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part	SPVOrdm-L	FFA5D2
961	left Spinal nucleus of the trigeminal, oral part, ventrolateral part	SPVOvl-L	FEA5D2
962	left Paratrigeminal nucleus	Pa5-L	FDA3D1
963	left Nucleus z	z-L	FFA5CF
964	left Medulla, motor related	MY-mot-L	FEB2D7
965	left Abducens nucleus	VI-L	FDB1D9
966	left Accessory abducens nucleus	ACVI-L	FFB1D7
967	left Facial motor nucleus	VII-L	FFB3D6
968	left Accessory facial motor nucleus	ACVII-L	FDB0D9
969	left Efferent vestibular nucleus	EV-L	FDB3D7
970	left Nucleus ambiguus	AMB-L	FEB3D9
971	left Nucleus ambiguus, dorsal division	AMBd-L	FEB3D6
972	left Nucleus ambiguus, ventral division	AMBv-L	FEB3D8
973	left Dorsal motor nucleus of the vagus nerve	DMX-L	FDB1D8
974	left Efferent cochlear group	ECO-L	FEB1D6
975	left Gigantocellular reticular nucleus	GRN-L	FEB0D8
976	left Infracerebellar nucleus	ICB-L	FEB1D8
977	left Inferior olivary complex	IO-L	FFB3D8
978	left Intermediate reticular nucleus	IRN-L	FFB2D8
979	left Inferior salivatory nucleus	ISN-L	FFB2D9
980	left Linear nucleus of the medulla	LIN-L	FFB1D8
981	left Lateral reticular nucleus	LRN-L	FDB3D8
982	left Lateral reticular nucleus, magnocellular part	LRNm-L	FCB3D7
983	left Lateral reticular nucleus, parvicellular part	LRNp-L	FEB0D9
984	left Magnocellular reticular nucleus	MARN-L	FDB2D9
985	left Medullary reticular nucleus	MDRN-L	FDB2D8
986	left Medullary reticular nucleus, dorsal part	MDRNd-L	FDB1D7
987	left Medullary reticular nucleus, ventral part	MDRNv-L	FFB1D6
988	left Parvicellular reticular nucleus	PARN-L	FCB3D9
989	left Parasolitary nucleus	PAS-L	FFB2D6
990	left Paragigantocellular reticular nucleus	PGRN-L	FFB0D8
991	left Paragigantocellular reticular nucleus, dorsal part	PGRNd-L	FCB3D8
992	left Paragigantocellular reticular nucleus, lateral part	PGRNl-L	FCB2D9
993	left Perihypoglossal nuclei	PHY-L	FEB2D9
994	left Nucleus intercalatus	NIS-L	FEB2D8
995	left Nucleus of Roller	NR-L	FFB1D9
996	left Nucleus prepositus	PRP-L	FFB3D7
997	left Paramedian reticular nucleus	PMR-L	FEB2D6
998	left Parapyramidal nucleus	PPY-L	FCB2D8
999	left Parapyramidal nucleus, deep part	PPYd-L	FDB3D9
1000	left Parapyramidal nucleus, superficial part	PPYs-L	FFB2D7
1001	left Vestibular nuclei	VNC-L	FCB1D9
1002	left Lateral vestibular nucleus	LAV-L	FEB3D7
1003	left Medial vestibular nucleus	MV-L	FFB0D7
1004	left Spinal vestibular nucleus	SPIV-L	FEB1D9
1005	left Superior vestibular nucleus	SUV-L	FDB3D6
1006	left Nucleus x	x-L	FFB0D9
1007	left Hypoglossal nucleus	XII-L	FEB1D7
1008	left Nucleus y	y-L	FDB2D7
1009	left Interstitial nucleus of the vestibular nerve	INV-L	FFB3D9
1010	left Medulla, behavioral state related	MY-sat-L	FFC6E1
1011	left Nucleus raphe magnus	RM-L	FFC5E2
1012	left Nucleus raphe pallidus	RPA-L	FFC6E2
1013	left Nucleus raphe obscurus	RO-L	FEC6E2
1014	left Cerebellum	CB-L	F0F080
1015	left Cerebellar cortex	CBX-L	F0EF80
1016	left Cerebellar cortex, molecular layer	CBXmo-L	FFFA8E
1017	left Cerebellar cortex, Purkinje layer	CBXpu-L	FFF98F
1018	left Cerebellar cortex, granular layer	CBXgr-L	EBE753
1019	left Vermal regions	VERM-L	FFFA91
1020	left Lingula (I)	LING-L	FEFA91
1021	left Lingula (I), molecular layer	LINGmo-L	FFFC91
1022	left Lingula (I), Purkinje layer	LINGpu-L	FEFC90
1023	left Lingula (I), granular layer	LINGgr-L	EBE553
1024	left Central lobule	CENT-L	FDFB91
1025	left Lobule II	CENT2-L	FDFA91
1026	left Lobule II, molecular layer	CENT2mo-L	FEF98F
1027	left Lobule II, Purkinje layer	CENT2pu-L	FEF891
1028	left Lobule II, granular layer	CENT2gr-L	EBE654
1029	left Lobule III	CENT3-L	FFFC8E
1030	left Lobule III, molecular layer	CENT3mo-L	FDF98F
1031	left Lobule III, Purkinje layer	CENT3pu-L	FFFC90
1032	left Lobule III, granular layer	CENT3gr-L	ECE654
1033	left Culmen	CUL-L	FEFB8F
1034	left Lobule IV	CUL4-L	FFF991
1035	left Lobule IV, molecular layer	CUL4mo-L	FDFA90
1036	left Lobule IV, Purkinje layer	CUL4pu-L	FDFB8E
1037	left Lobule IV, granular layer	CUL4gr-L	ECE754
1038	left Lobule V	CUL5-L	FEFA8F
1039	left Lobule V, molecular layer	CUL5mo-L	FEFC8D
1040	left Lobule V, Purkinje layer	CUL5pu-L	FFF890
1041	left Lobule V, granular layer	CUL5gr-L	EBE554
1042	left Lobules IV-V	CUL4, 5-L	FCFB90
1043	left Lobules IV-V, molecular layer	CUL4, 5mo-L	FEFB91
1044	left Lobules IV-V, Purkinje layer	CUL4, 5pu-L	FCFA90
1045	left Lobules IV-V, granular layer	CUL4, 5gr-L	EBE754
1046	left Declive (VI)	DEC-L	FEFA90
1047	left Declive (VI), molecular layer	DECmo-L	FFFB8F
1048	left Declive (VI), Purkinje layer	DECpu-L	FCFB91
1049	left Declive (VI), granular layer	DECgr-L	ECE553
1050	left Folium-tuber vermis (VII)	FOTU-L	FDFB90
1051	left Folium-tuber vermis (VII), molecular layer	FOTUmo-L	FDF991
1052	left Folium-tuber vermis (VII), Purkinje layer	FOTUpu-L	FDFA8F
1053	left Folium-tuber vermis (VII), granular layer	FOTUgr-L	EAE753
1054	left Pyramus (VIII)	PYR-L	FBFC91
1055	left Pyramus (VIII), molecular layer	PYRmo-L	FFFB8D
1056	left Pyramus (VIII), Purkinje layer	PYRpu-L	FEFB90
1057	left Pyramus (VIII), granular layer	PYRgr-L	ECE752
1058	left Uvula (IX)	UVU-L	FFFA8F
1059	left Uvula (IX), molecular layer	UVUmo-L	FDFC90
1060	left Uvula (IX), Purkinje layer	UVUpu-L	FEFC8F
1061	left Uvula (IX), granular layer	UVUgr-L	EBE652
1062	left Nodulus (X)	NOD-L	FDFC8F
1063	left Nodulus (X), molecular layer	NODmo-L	FCFA8F
1064	left Nodulus (X), Purkinje layer	NODpu-L	FFFA90
1065	left Nodulus (X), granular layer	NODgr-L	ECE653
1066	left Hemispheric regions	HEM-L	FEF990
1067	left Simple lobule	SIM-L	FDFB8F
1068	left Simple lobule, molecular layer	SIMmo-L	FEFB8E
1069	left Simple lobule, Purkinje layer	SIMpu-L	FEFC8E
1070	left Simple lobule, granular layer	SIMgr-L	EAE654
1071	left Ansiform lobule	AN-L	FCFC91
1072	left Crus 1	ANcr1-L	FCFC90
1073	left Crus 1, molecular layer	ANcr1mo-L	FDFC8E
1074	left Crus 1, Purkinje layer	ANcr1pu-L	FFFB91
1075	left Crus 1, granular layer	ANcr1gr-L	ECE753
1076	left Crus 2	ANcr2-L	FCFA91
1077	left Crus 2, molecular layer	ANcr2mo-L	FEFA8E
1078	left Crus 2, Purkinje layer	ANcr2pu-L	FCFC8F
1079	left Crus 2, granular layer	ANcr2gr-L	EBE653
1080	left Paramedian lobule	PRM-L	FFFB8E
1081	left Paramedian lobule, molecular layer	PRMmo-L	FEFC91
1082	left Paramedian lobule, Purkinje layer	PRMpu-L	FDF990
1083	left Paramedian lobule, granular layer	PRMgr-L	ECE554
1084	left Copula pyramidis	COPY-L	FFF990
1085	left Copula pyramidis, molecular layer	COPYmo-L	FDFA8E
1086	left Copula pyramidis, Purkinje layer	COPYpu-L	FCFB8F
1087	left Copula pyramidis, granular layer	COPYgr-L	EAE754
1088	left Paraflocculus	PFL-L	FFFC8D
1089	left Paraflocculus, molecular layer	PFLmo-L	FFFB90
1090	left Paraflocculus, Purkinje layer	PFLpu-L	FFFC8F
1091	left Paraflocculus, granular layer	PFLgr-L	ECE652
1092	left Flocculus	FL-L	FEF991
1093	left Flocculus, molecular layer	FLmo-L	FDFC91
1094	left Flocculus, Purkinje layer	FLpu-L	FFF891
1095	left Flocculus, granular layer	FLgr-L	EBE752
1096	left Cerebellar nuclei	CBN-L	F0F07F
1097	left Fastigial nucleus	FN-L	FFFCBC
1098	left Interposed nucleus	IP-L	FFFDBC
1099	left Dentate nucleus	DN-L	FFFDBB
1100	left Vestibulocerebellar nucleus	VeCB-L	FEFDBC
1101	left fiber tracts	fiber tracts-L	CAC7CB
1102	left cranial nerves	cm-L	C8CAC9
1103	left terminal nerve	tn-L	C7CCC9
1104	left vomeronasal nerve	von-L	CAC8C9
1105	left olfactory nerve	In-L	CCCBC7
1106	left olfactory nerve layer of main olfactory bulb	onl-L	C7CBCA
1107	left lateral olfactory tract, general	lotg-L	CCCCCB
1108	left lateral olfactory tract, body	lot-L	CAC8C7
1109	left dorsal limb	lotd-L	CACAC9
1110	left accessory olfactory tract	aolt-L	C9CAC7
1111	left anterior commissure, olfactory limb	aco-L	CBCBC7
1112	left optic nerve	IIn-L	CBCCC7
1113	left accessory optic tract	aot-L	C9C8CB
1114	left brachium of the superior colliculus	bsc-L	C7CBCB
1115	left superior colliculus commissure	csc-L	C9CBCB
1116	left optic chiasm	och-L	CBCACC
1117	left optic tract	opt-L	CACCCB
1118	left tectothalamic pathway	ttp-L	C9CACC
1119	left oculomotor nerve	IIIn-L	C7CCCC
1120	left medial longitudinal fascicle	mlf-L	CBCBCC
1121	left posterior commissure	pc-L	CCCACA
1122	left trochlear nerve	IVn-L	C8C9C8
1123	left trochlear nerve decussation	IVd-L	C9CCCA
1124	left abducens nerve	VIn-L	CBCACB
1125	left trigeminal nerve	Vn-L	CBC7CB
1126	left motor root of the trigeminal nerve	moV-L	CCCBCA
1127	left sensory root of the trigeminal nerve	sV-L	CACACB
1128	left midbrain tract of the trigeminal nerve	mtV-L	C8C8CA
1129	left spinal tract of the trigeminal nerve	sptV-L	C8CACA
1130	left facial nerve	VIIn-L	CCCCC7
1131	left intermediate nerve	iVIIn-L	C9C8C9
1132	left genu of the facial nerve	gVIIn-L	C9CCC7
1133	left vestibulocochlear nerve	VIIIn-L	C9C7CA
1134	left efferent cochleovestibular bundle	cvb-L	C8CBC8
1135	left vestibular nerve	vVIIIn-L	C9CACB
1136	left cochlear nerve	cVIIIn-L	CAC9C8
1137	left trapezoid body	tb-L	CCC7CB
1138	left intermediate acoustic stria	ias-L	CBC7C8
1139	left dorsal acoustic stria	das-L	CCCBC8
1140	left lateral lemniscus	ll-L	C9C9CB
1141	left inferior colliculus commissure	cic-L	CBC9C9
1142	left brachium of the inferior colliculus	bic-L	C9C8C8
1143	left glossopharyngeal nerve	IXn-L	CCC8C9
1144	left vagus nerve	Xn-L	C7C9CB
1145	left solitary tract	ts-L	C8CAC7
1146	left accessory spinal nerve	XIn-L	CAC8CC
1147	left hypoglossal nerve	XIIn-L	C9CCC8
1148	left ventral roots	vrt-L	CAC7C9
1149	left dorsal roots	drt-L	CAC8CA
1150	left cervicothalamic tract	cett-L	CCC7CA
1151	left dorsolateral fascicle	dl-L	C8CCCB
1152	left dorsal commissure of the spinal cord	dcm-L	CBCCC8
1153	left ventral commissure of the spinal cord	vc-L	CBC8C9
1154	left fasciculus proprius	fpr-L	CCC9C9
1155	left dorsal column	dc-L	CCC8CB
1156	left cuneate fascicle	cuf-L	CAC9CC
1157	left gracile fascicle	grf-L	CAC8C8
1158	left internal arcuate fibers	iaf-L	CBC9CA
1159	left medial lemniscus	ml-L	CACCC8
1160	left spinothalamic tract	sst-L	C9CBC8
1161	left lateral spinothalamic tract	sttl-L	CCCBCC
1162	left ventral spinothalamic tract	sttv-L	CBCAC9
1163	left spinocervical tract	scrt-L	C9CCCC
1164	left spino-olivary pathway	sop-L	CCC7C8
1165	left spinoreticular pathway	srp-L	CBCCC9
1166	left spinovestibular pathway	svp-L	C9CBCC
1167	left spinotectal pathway	stp-L	C9CCCB
1168	left spinohypothalamic pathway	shp-L	CCCBC9
1169	left spinotelenchephalic pathway	step-L	C7CCC8
1170	left hypothalamohypophysial tract	hht-L	C8CBCB
1171	left cerebellum related fiber tracts	cbf-L	C9CAC8
1172	left cerebellar commissure	cbc-L	CBC8CA
1173	left cerebellar peduncles	cbp-L	CAC8CB
1174	left superior cerebelar peduncles	scp-L	CBC9CB
1175	left superior cerebellar peduncle decussation	dscp-L	CCC7CC
1176	left spinocerebellar tract	sct-L	CCCACC
1177	left uncinate fascicle	uf-L	CBC9C8
1178	left ventral spinocerebellar tract	sctv-L	CBC7CC
1179	left middle cerebellar peduncle	mcp-L	CCCCCA
1180	left inferior cerebellar peduncle	icp-L	C9C9C8
1181	left dorsal spinocerebellar tract	sctd-L	C9CACA
1182	left cuneocerebellar tract	cct-L	C8CCCC
1183	left juxtarestiform body	jrb-L	C9CBC9
1184	left bulbocerebellar tract	bct-L	C9C9C7
1185	left olivocerebellar tract	oct-L	CAC9CB
1186	left reticulocerebellar tract	rct-L	C9CBCA
1187	left trigeminocerebellar tract	tct-L	CACCC9
1188	left arbor vitae	arb-L	CBC9CC
1189	left supra-callosal cerebral white matter	scwm-L	C9C9CA
1190	left lateral forebrain bundle system	lfbs-L	C7CCCA
1191	left corpus callosum	cc-L	C7C9CA
1192	left corpus callosum, anterior forceps	fa-L	CAC7CC
1193	left external capsule	ec-L	C8CBCC
1194	left corpus callosum, extreme capsule	ee-L	C9C8CA
1195	left genu of corpus callosum	ccg-L	CCC7C9
1196	left corpus callosum, posterior forceps	fp-L	C8C9CA
1197	left corpus callosum, rostrum	ccr-L	CBC8C7
1198	left corpus callosum, body	ccb-L	C9C7C9
1199	left corpus callosum, splenium	ccs-L	C7CACC
1200	left corticospinal tract	cst-L	C8C7CC
1201	left internal capsule	int-L	CCCCCC
1202	left cerebal peduncle	cpd-L	CCCAC7
1203	left corticotectal tract	cte-L	C8CCC8
1204	left corticorubral tract	crt-L	C8C7CA
1205	left corticopontine tract	cpt-L	C7C8CB
1206	left corticobulbar tract	cbt-L	CBC7CA
1207	left pyramid	py-L	C7C9C9
1208	left pyramidal decussation	pyd-L	C9C7CC
1209	left corticospinal tract, crossed	cstc-L	C7CACB
1210	left corticospinal tract, uncrossed	cstu-L	CCC8C8
1211	left thalamus related	lfbst-L	C7CBCC
1212	left external medullary lamina of the thalamus	em-L	C7CACA
1213	left internal medullary lamina of the thalamus	im-L	CACCCA
1214	left middle thalamic commissure	mtc-L	CACCCC
1215	left thalamic peduncles	tp-L	CCC9CA
1216	left optic radiation	or-L	CBC9C7
1217	left auditory radiation	ar-L	CCC8CA
1218	left extrapyramidal fiber systems	eps-L	CACBC7
1219	left cerebral nuclei related	epsc-L	C8CACB
1220	left pallidothalamic pathway	pap-L	CBCBCA
1221	left nigrostriatal tract	nst-L	CCCACB
1222	left nigrothalamic fibers	ntt-L	CBCCCA
1223	left pallidotegmental fascicle	ptf-L	CACBCC
1224	left striatonigral pathway	snp-L	C7CBC9
1225	left subthalamic fascicle	stf-L	CBCBC9
1226	left tectospinal pathway	tsp-L	C8CBC9
1227	left direct tectospinal pathway	tspd-L	CBC8C8
1228	left doral tegmental decussation	dtd-L	CACAC7
1229	left crossed tectospinal pathway	tspc-L	C8C8CC
1230	left rubrospinal tract	rust-L	C8C8CB
1231	left ventral tegmental decussation	vtd-L	CACBC9
1232	left rubroreticular tract	rrt-L	CACBCA
1233	left central tegmental bundle	ctb-L	CBCAC8
1234	left retriculospinal tract	rst-L	C8CAC8
1235	left retriculospinal tract, lateral part	rstl-L	CCC9CC
1236	left retriculospinal tract, medial part	rstm-L	CBCACA
1237	left vestibulospinal pathway	vsp-L	CCC8C7
1238	left medial forebrain bundle system	mfbs-L	CBCAC7
1239	left cerebrum related	mfbc-L	C9CBC7
1240	left amygdalar capsule	amc-L	C8C9CB
1241	left ansa peduncularis	apd-L	C7CCCB
1242	left anterior commissure, temporal limb	act-L	C9C9C9
1243	left cingulum bundle	cing-L	CACCC7
1244	left fornix system	fxs-L	CCC9C7
1245	left alveus	alv-L	C7C8CC
1246	left dorsal fornix	df-L	CBC8CC
1247	left fimbria	fi-L	CBC8CB
1248	left precommissural fornix, general	fxprg-L	CACBC8
1249	left precommissural fornix diagonal band	db-L	CCCCC8
1250	left postcommissural fornix	fxpo-L	C8C8C9
1251	left medial corticohypothalamic tract	mct-L	CCC8CC
1252	left columns of the fornix	fx-L	C7C8CA
1253	left hippocampal commissures	hc-L	C9C9CC
1254	left dorsal hippocampal commissure	dhc-L	C9CCC9
1255	left ventral hippocampal commissure	vhc-L	C8C9C9
1256	left perforant path	per-L	CBCBC8
1257	left angular path	ab-L	CAC7C8
1258	left longitudinal association bundle	lab-L	CBCCCC
1259	left stria terminalis	st-L	C8CBC7
1260	left commissural branch of stria terminalis	stc-L	C7CAC8
1261	left hypothalamus related	mfsbshy-L	C8CCC9
1262	left medial forebrain bundle	mfb-L	CBCCCB
1263	left ventrolateral hypothalamic tract	vlt-L	CAC9C7
1264	left preoptic commissure	poc-L	CACACC
1265	left supraoptic commissures	sup-L	CCCAC9
1266	left supraoptic commissures, anterior	supa-L	C9C8CC
1267	left supraoptic commissures, dorsal	supd-L	C8C9CC
1268	left supraoptic commissures, ventral	supv-L	CBC7C9
1269	left premammillary commissure	pmx-L	C7CBC8
1270	left supramammillary decussation	smd-L	CACACA
1271	left propriohypothalamic pathways	php-L	CCCCC9
1272	left propriohypothalamic pathways, dorsal	phpd-L	CAC9C9
1273	left propriohypothalamic pathways, lateral	phpl-L	C9CAC9
1274	left propriohypothalamic pathways, medial	phpm-L	CCC9CB
1275	left propriohypothalamic pathways, ventral	phpv-L	CACAC8
1276	left periventricular bundle of the hypothalamus	pvbh-L	CACBCB
1277	left mammillary related	mfbsma-L	CCCBCB
1278	left principal mammillary tract	pm-L	C8CBCA
1279	left mammillothalamic tract	mtt-L	C7C9CC
1280	left mammillotegmental tract	mtg-L	C8C8C8
1281	left mammillary peduncle	mp-L	CCCAC8
1282	left dorsal thalamus related	mfbst-L	CAC7CA
1283	left periventricular bundle of the thalamus	pvbt-L	C8CCCA
1284	left epithalamus related	mfbse-L	C8C7CB
1285	left stria medullaris	sm-L	CCC9C8
1286	left fasciculus retroflexus	fr-L	C7CAC9
1287	left habenular commissure	hbc-L	C8CCC7
1288	left pineal stalk	PIS-L	C8CACC
1289	left midbrain related	mfbsm-L	CBCBCB
1290	left dorsal longitudinal fascicle	dlf-L	CAC9CA
1291	left dorsal tegmental tract	dtt-L	C9C7CB
1292	left ventricular systems	VS-L	AAA8AA
1293	left lateral ventricle	VL-L	A8AAAA
1294	left rhinocele	RC-L	AAA9A8
1295	left subependymal zone	SEZ-L	AAA8A9
1296	left choroid plexus	chpl-L	A9AAA8
1297	left choroid fissure	chfl-L	A9A8AA
1298	left interventricular foramen	IVF-L	A8AAA9
1299	left third ventricle	V3-L	A8A9AA
1300	left cerebral aqueduct	AQ-L	A9A9A8
1301	left fourth ventricle	V4-L	AAA9A7
1302	left lateral recess	V4r-L	A9AAA7
1303	left central canal, spinal cord/medulla	c-L	A7AAA9
1304	left grooves	grv-L	AAA8A8
1305	left grooves of the cerebral cortex	grv of CTX-L	A8AAA8
1306	left endorhinal groove	eg-L	AAAAA7
1307	left hippocampal fissure	hf-L	AAA7AA
1308	left rhinal fissure	rf-L	AAA7A9
1309	left rhinal incisure	ri-L	A9A8A8
1310	left grooves of the cerebellar cortex	grv of CBX-L	A8A8AA
1311	left precentral fissure	pce-L	A8A9A8
1312	left preculminate fissure	pcf-L	A8A9A9
1313	left primary fissure	pri-L	A9A7AA
1314	left posterior superior fissure	psf-L	A8A8A9
1315	left prepyramidal fissure	ppf-L	A7AAAA
1316	left secondary fissure	sec-L	AAAAAA
1317	left posterolateral fissure	plf-L	AAAAA9
1318	left nodular fissure	nf-L	AAA9AA
1319	left simple fissure	sif-L	A9AAAA
1320	left intercrural fissure	icf-L	AAA9A9
1321	left ansoparamedian fissure	apf-L	A9AAA9
1322	left intraparafloccular fissure	ipf-L	A9A9AA
1323	left paramedian sulcus	pms-L	A9A9A9
1324	left parafloccular sulcus	pfs-L	AAAAA8
1325	left Interpeduncular fossa	IPF-L	A9A8A9
1326	left retina	retina-L	7F2E7E
10000	right root	root-R	000000
10001	right Basic cell groups and regions	grey-R	BFDAE3
10002	right Cerebrum	CH-R	B0F0FF
10003	right Cerebral cortex	CTX-R	B0FFB8
10004	right Cortical plate	CTXpl-R	70FF70
10005	right Isocortex	Isocortex-R	70FF71
10006	right Frontal pole, cerebral cortex	FRP-R	268F44
10007	right Frontal pole, layer 1	FRP1-R	268F45
10008	right Frontal pole, layer 2/3	FRP2/3-R	268E45
10009	right Frontal pole, layer 5	FRP5-R	258F45
10010	right Frontal pole, layer 6a	FRP6a-R	268E44
10011	right Frontal pole, layer 6b	FRP6b-R	258F44
10012	right Somatomotor areas	MO-R	1F9C59
10013	right Somatomotor areas, Layer 1	MO1-R	1F9D5A
10014	right Somatomotor areas, Layer 2/3	MO2/3-R	1F9D59
10015	right Somatomotor areas, Layer 5	MO5-R	1F9C5A
10016	right Somatomotor areas, Layer 6a	MO6a-R	1E9D59
10017	right Somatomotor areas, Layer 6b	MO6b-R	1F9B59
10018	right Primary motor area	MOp-R	1E9B5A
10019	right Primary motor area, Layer 1	MOp1-R	1E9D5A
10020	right Primary motor area, Layer 2/3	MOp2/3-R	1F9C58
10021	right Primary motor area, Layer 5	MOp5-R	1E9C5A
10022	right Primary motor area, Layer 6a	MOp6a-R	1F9B5A
10023	right Primary motor area, Layer 6b	MOp6b-R	1D9D5A
10024	right Secondary motor area	MOs-R	1D9D59
10025	right Secondary motor area, layer 1	MOs1-R	1E9C59
10026	right Secondary motor area, layer 2/3	MOs2/3-R	1E9D58
10027	right Secondary motor area, layer 5	MOs5-R	1F9D58
10028	right Secondary motor area, layer 6a	MOs6a-R	1D9C5A
10029	right Secondary motor area, layer 6b	MOs6b-R	1E9C58
10030	right Somatosensory areas	SS-R	1B8061
10031	right Somatosensory areas, layer 1	SS1-R	1A7F62
10032	right Somatosensory areas, layer 2/3	SS2/3-R	1A7E63
10033	right Somatosensory areas, layer 4	SS4-R	198064
10034	right Somatosensory areas, layer 5	SS5-R	1B8064
10035	right Somatosensory areas, layer 6a	SS6a-R	187F61
10036	right Somatosensory areas, layer 6b	SS6b-R	187D63
10037	right Primary somatosensory area	SSp-R	198063
10038	right Primary somatosensory area, layer 1	SSp1-R	197D64
10039	right Primary somatosensory area, layer 2/3	SSp2/3-R	187E64
10040	right Primary somatosensory area, layer 4	SSp4-R	1B7F63
10041	right Primary somatosensory area, layer 5	SSp5-R	1B7D64
10042	right Primary somatosensory area, layer 6a	SSp6a-R	187D64
10043	right Primary somatosensory area, layer 6b	SSp6b-R	198061
10044	right Primary somatosensory area, nose	SSp-n-R	1A8064
10045	right Primary somatosensory area, nose, layer 1	SSp-n1-R	197E63
